Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-11-30,21:15:00,71.59,71.64,71.58,71.635,223761,0
2017-11-30,21:20:00,71.64,71.66,71.6301,71.6351,13995,0
2017-11-30,21:25:00,71.63,71.65,71.62,71.64,29820,0
2017-11-30,21:30:00,71.635,71.66,71.63,71.66,85946,0
2017-11-30,21:35:00,71.665,71.67,71.63,71.64,8848,0
2017-11-30,21:40:00,71.64,71.66,71.58,71.5801,128167,0
2017-11-30,21:45:00,71.59,71.62,71.59,71.6001,9000,0
2017-11-30,21:50:00,71.61,71.71,71.605,71.71,155207,0
2017-11-30,21:55:00,71.74,71.7464,71.69,71.72,539481,0
2017-11-30,22:00:00,71.72,71.73,71.64,71.72,1220681,0
2017-12-01,15:35:00,71.61,71.64,71.495,71.495,103803,0
2017-12-01,15:40:00,71.5,71.53,71.485,71.52,139200,0
2017-12-01,15:45:00,71.52,71.55,71.43,71.43,94649,0
2017-12-01,15:50:00,71.44,71.475,71.43,71.47,46049,0
2017-12-01,15:55:00,71.47,71.505,71.46,71.47,166164,0
2017-12-01,16:00:00,71.48,71.49,71.45,71.485,120388,0
2017-12-01,16:05:00,71.485,71.5,71.44,71.47,262334,0
2017-12-01,16:10:00,71.465,71.53,71.465,71.53,165011,0
2017-12-01,16:15:00,71.53,71.56,71.52,71.56,115661,0
2017-12-01,16:20:00,71.56,71.65,71.555,71.625,75782,0
2017-12-01,16:25:00,71.625,71.64,71.58,71.58,207598,0
2017-12-01,16:30:00,71.585,71.6,71.58,71.6,186134,0
2017-12-01,16:35:00,71.61,71.64,71.585,71.59,171628,0
2017-12-01,16:40:00,71.59,71.6,71.56,71.56,241157,0
2017-12-01,16:45:00,71.57,71.63,71.57,71.6,160155,0
2017-12-01,16:50:00,71.6,71.62,71.59,71.62,44694,0
2017-12-01,16:55:00,71.63,71.66,71.63,71.64,18000,0
2017-12-01,17:00:00,71.645,71.66,71.62,71.62,92214,0
2017-12-01,17:05:00,71.62,71.63,71.61,71.63,60073,0
2017-12-01,17:10:00,71.625,71.63,71.435,71.52,111920,0
2017-12-01,17:15:00,71.51,71.51,71.0475,71.33,218863,0
2017-12-01,17:20:00,71.34,71.4,71.25,71.36,159155,0
2017-12-01,17:25:00,71.37,71.37,71.14,71.155,87383,0
2017-12-01,17:30:00,71.13,71.22,70.97,71.03,134024,0
2017-12-01,17:35:00,71.02,71.15,70.795,71.05,119305,0
2017-12-01,17:40:00,71.05,71.2,71,71.18,195724,0
2017-12-01,17:45:00,71.17,71.24,71.13,71.19,68292,0
2017-12-01,17:50:00,71.18,71.18,71.05,71.07,58835,0
2017-12-01,17:55:00,71.04,71.17,70.97,71.11,64706,0
2017-12-01,18:00:00,71.14,71.24,71.02,71.19,47009,0
2017-12-01,18:05:00,71.26,71.3,71.18,71.3,54173,0
2017-12-01,18:10:00,71.3,71.395,71.25,71.33,51179,0
2017-12-01,18:15:00,71.31,71.34,71.245,71.28,20660,0
2017-12-01,18:20:00,71.3,71.36,71.21,71.26,49429,0
2017-12-01,18:25:00,71.27,71.3,71.24,71.3,18760,0
2017-12-01,18:30:00,71.295,71.31,71.25,71.295,21686,0
2017-12-01,18:35:00,71.3,71.3,71.24,71.24,28340,0
2017-12-01,18:40:00,71.24,71.29,71.24,71.265,35167,0
2017-12-01,18:45:00,71.26,71.32,71.24,71.31,14995,0
2017-12-01,18:50:00,71.33,71.38,71.31,71.37,16873,0
2017-12-01,18:55:00,71.37,71.41,71.36,71.36,27863,0
2017-12-01,19:00:00,71.38,71.41,71.38,71.4,26010,0
2017-12-01,19:05:00,71.4,71.41,71.38,71.39,36727,0
2017-12-01,19:10:00,71.39,71.39,71.35,71.36,38644,0
2017-12-01,19:15:00,71.36,71.4269,71.36,71.4269,27747,0
2017-12-01,19:20:00,71.39,71.41,71.38,71.405,16905,0
2017-12-01,19:25:00,71.41,71.42,71.4,71.42,41343,0
2017-12-01,19:30:00,71.42,71.425,71.41,71.425,15720,0
2017-12-01,19:35:00,71.43,71.48,71.42,71.48,49324,0
2017-12-01,19:40:00,71.49,71.49,71.45,71.47,34180,0
2017-12-01,19:45:00,71.47,71.475,71.425,71.43,50942,0
2017-12-01,19:50:00,71.44,71.44,71.38,71.42,22735,0
2017-12-01,19:55:00,71.415,71.42,71.41,71.41,10378,0
2017-12-01,20:00:00,71.42,71.44,71.42,71.425,3300,0
2017-12-01,20:05:00,71.42,71.46,71.4,71.45,19297,0
2017-12-01,20:10:00,71.45,71.45,71.4,71.42,14109,0
2017-12-01,20:15:00,71.43,71.45,71.425,71.43,17630,0
2017-12-01,20:20:00,71.43,71.45,71.41,71.435,37943,0
2017-12-01,20:25:00,71.43,71.455,71.43,71.44,14476,0
2017-12-01,20:30:00,71.43,71.465,71.425,71.46,60127,0
2017-12-01,20:35:00,71.46,71.47,71.44,71.44,34596,0
2017-12-01,20:40:00,71.44,71.47,71.44,71.45,47956,0
2017-12-01,20:45:00,71.455,71.455,71.41,71.415,37624,0
2017-12-01,20:50:00,71.41,71.42,71.39,71.4,16800,0
2017-12-01,20:55:00,71.4,71.405,71.375,71.405,42651,0
2017-12-01,21:00:00,71.405,71.415,71.385,71.415,43606,0
2017-12-01,21:05:00,71.41,71.41,71.35,71.41,30260,0
2017-12-01,21:10:00,71.41,71.445,71.41,71.435,26473,0
2017-12-01,21:15:00,71.45,71.45,71.42,71.42,26271,0
2017-12-01,21:20:00,71.425,71.45,71.425,71.435,49933,0
2017-12-01,21:25:00,71.44,71.4492,71.435,71.435,42304,0
2017-12-01,21:30:00,71.44,71.46,71.44,71.45,59658,0
2017-12-01,21:35:00,71.45,71.47,71.43,71.44,138704,0
2017-12-01,21:40:00,71.45,71.46,71.43,71.45,214343,0
2017-12-01,21:45:00,71.45,71.53,71.45,71.51,209695,0
2017-12-01,21:50:00,71.51,71.51,71.45,71.48,174169,0
2017-12-01,21:55:00,71.48,71.505,71.47,71.485,179430,0
2017-12-01,22:00:00,71.49,71.54,71.46,71.54,500024,0
2017-12-04,15:35:00,71.88,72.03,71.8765,71.88,44607,0
